,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare
889,890,1,male,2.6,0,0,30.0
890,891,3,male,3.2,0,0,7.75
891,892,3,male,3.4,0,0,7.8292
892,893,3,female,4.7,1,0,7.0
893,894,2,male,6.2,0,0,9.6875
894,895,3,male,2.7,0,0,8.6625
895,896,3,female,2.2,1,1,12.2875
896,897,3,male,1.4,0,0,9.225
897,898,3,female,3.0,0,0,7.6292
898,899,2,male,2.6,1,1,29.0
899,900,3,female,1.8,0,0,7.2292
900,901,3,male,2.1,2,0,24.15
901,902,3,male,2.9,0,0,7.8958
902,903,1,male,4.6,0,0,26.0
903,904,1,female,2.3,1,0,82.2667
904,905,2,male,6.3,1,0,26.0
905,906,1,female,4.7,1,0,61.175
906,907,2,female,2.4,1,0,27.7208
907,908,2,male,3.5,0,0,12.35
908,909,3,male,2.1,0,0,7.225
909,910,3,female,2.7,1,0,7.925
910,911,3,female,4.5,0,0,7.225
911,912,1,male,5.5,1,0,59.4
912,913,3,male,0.9,0,1,3.1708
913,914,1,female,2.9,0,0,31.6833
914,915,1,male,2.1,0,1,61.3792
915,916,1,female,4.8,1,3,262.375
916,917,3,male,5.0,1,0,14.5
917,918,1,female,2.2,0,1,61.9792
918,919,3,male,2.2,0,0,7.225
919,920,1,male,4.1,0,0,30.5
920,921,3,male,2.9,2,0,21.6792
921,922,2,male,5.0,1,0,26.0
922,923,2,male,2.4,2,0,31.5
923,924,3,female,3.3,1,2,20.575
924,925,3,female,2.9,1,2,23.45
925,926,1,male,3.0,1,0,57.75
926,927,3,male,1.8,0,0,7.2292
927,928,3,female,2.9,0,0,8.05
928,929,3,female,2.1,0,0,8.6625
929,930,3,male,2.5,0,0,9.5
930,931,3,male,2.9,0,0,56.4958
931,932,3,male,3.9,0,1,13.4167
932,933,1,male,2.9,0,0,26.55
933,934,3,male,4.1,0,0,7.85
934,935,2,female,3.0,0,0,13.0
935,936,1,female,4.5,1,0,52.5542
936,937,3,male,2.5,0,0,7.925
937,938,1,male,4.5,0,0,29.7
938,939,3,male,2.9,0,0,7.75
939,940,1,female,6.0,0,0,76.2917
940,941,3,female,3.6,0,2,15.9
941,942,1,male,2.4,1,0,60.0
942,943,2,male,2.7,0,0,15.0333
943,944,2,female,2.0,2,1,23.0
944,945,1,female,2.8,3,2,263.0
945,946,2,male,2.9,0,0,15.5792
946,947,3,male,1.0,4,1,29.125
947,948,3,male,3.5,0,0,7.8958
948,949,3,male,2.5,0,0,7.65
949,950,3,male,2.9,1,0,16.1
950,951,1,female,3.6,0,0,262.375
951,952,3,male,1.7,0,0,7.8958
952,953,2,male,3.2,0,0,13.5
953,954,3,male,1.8,0,0,7.75
954,955,3,female,2.2,0,0,7.725
955,956,1,male,1.3,2,2,262.375
956,957,2,female,2.9,0,0,21.0
957,958,3,female,1.8,0,0,7.8792
958,959,1,male,4.7,0,0,42.4
959,960,1,male,3.1,0,0,28.5375
960,961,1,female,6.0,1,4,263.0
961,962,3,female,2.4,0,0,7.75
962,963,3,male,2.1,0,0,7.8958
963,964,3,female,2.9,0,0,7.925
964,965,1,male,2.8,0,0,27.7208
965,966,1,female,3.5,0,0,211.5
966,967,1,male,3.2,0,0,211.5
967,968,3,male,2.9,0,0,8.05
968,969,1,female,5.5,2,0,25.7
969,970,2,male,3.0,0,0,13.0
970,971,3,female,2.4,0,0,7.75
971,972,3,male,0.6,1,1,15.2458
972,973,1,male,6.7,1,0,221.7792
973,974,1,male,4.9,0,0,26.0
974,975,3,male,2.9,0,0,7.8958
975,976,2,male,2.9,0,0,10.7083
976,977,3,male,2.9,1,0,14.4542
977,978,3,female,2.7,0,0,7.8792
978,979,3,female,1.8,0,0,8.05
979,980,3,female,2.9,0,0,7.75
980,981,2,male,0.2,1,1,23.0
981,982,3,female,2.2,1,0,13.9
982,983,3,male,2.9,0,0,7.775
983,984,1,female,2.7,1,2,52.0
984,985,3,male,2.9,0,0,8.05
985,986,1,male,2.5,0,0,26.0
986,987,3,male,2.5,0,0,7.7958
987,988,1,female,7.6,1,0,78.85
988,989,3,male,2.9,0,0,7.925
989,990,3,female,2.0,0,0,7.8542
990,991,3,male,3.3,0,0,8.05
991,992,1,female,4.3,1,0,55.4417
992,993,2,male,2.7,1,0,26.0
993,994,3,male,2.9,0,0,7.75
994,995,3,male,2.6,0,0,7.775
995,996,3,female,1.6,1,1,8.5167
996,997,3,male,2.8,0,0,22.525
997,998,3,male,2.1,0,0,7.8208
998,999,3,male,2.9,0,0,7.75
999,1000,3,male,2.9,0,0,8.7125
1000,1001,2,male,1.8,0,0,13.0
1001,1002,2,male,4.1,0,0,15.0458
1002,1003,3,female,2.9,0,0,7.7792
1003,1004,1,female,3.6,0,0,31.6792
1004,1005,3,female,1.8,0,0,7.2833
1005,1006,1,female,6.3,1,0,221.7792
1006,1007,3,male,1.8,1,0,14.4542
1007,1008,3,male,2.9,0,0,6.4375
1008,1009,3,female,0.1,1,1,16.7
1009,1010,1,male,3.6,0,0,75.2417
1010,1011,2,female,2.9,1,0,26.0
1011,1012,2,female,1.2,0,0,15.75
1012,1013,3,male,2.9,1,0,7.75
1013,1014,1,female,3.5,1,0,57.75
1014,1015,3,male,2.8,0,0,7.25
1015,1016,3,male,2.9,0,0,7.75
1016,1017,3,female,1.7,0,1,16.1
1017,1018,3,male,2.2,0,0,7.7958
1018,1019,3,female,2.9,2,0,23.25
1019,1020,2,male,4.2,0,0,13.0
1020,1021,3,male,2.4,0,0,8.05
1021,1022,3,male,3.2,0,0,8.05
1022,1023,1,male,5.3,0,0,28.5
1023,1024,3,female,2.9,0,4,25.4667
1024,1025,3,male,2.9,1,0,6.4375
1025,1026,3,male,4.3,0,0,7.8958
1026,1027,3,male,2.4,0,0,7.8542
1027,1028,3,male,2.6,0,0,7.225
1028,1029,2,male,2.6,0,0,13.0
1029,1030,3,female,2.3,0,0,8.05
1030,1031,3,male,4.0,1,6,46.9
1031,1032,3,female,1.0,5,2,46.9
1032,1033,1,female,3.3,0,0,151.55
1033,1034,1,male,6.1,1,3,262.375
1034,1035,2,male,2.8,0,0,26.0
1035,1036,1,male,4.2,0,0,26.55
1036,1037,3,male,3.1,3,0,18.0
1037,1038,1,male,2.9,0,0,51.8625
1038,1039,3,male,2.2,0,0,8.05
1039,1040,1,male,2.9,0,0,26.55
1040,1041,2,male,3.0,1,1,26.0
1041,1042,1,female,2.3,0,1,83.1583
1042,1043,3,male,2.9,0,0,7.8958
1043,1044,3,male,6.0,0,0,33.29547928134557
1044,1045,3,female,3.6,0,2,12.1833
1045,1046,3,male,1.3,4,2,31.3875
1046,1047,3,male,2.4,0,0,7.55
1047,1048,1,female,2.9,0,0,221.7792
1048,1049,3,female,2.3,0,0,7.8542
1049,1050,1,male,4.2,0,0,26.55
1050,1051,3,female,2.6,0,2,13.775
1051,1052,3,female,2.9,0,0,7.7333
1052,1053,3,male,0.7,1,1,15.2458
1053,1054,2,female,2.6,0,0,13.5
1054,1055,3,male,2.9,0,0,7.0
1055,1056,2,male,4.1,0,0,13.0
1056,1057,3,female,2.6,1,1,22.025
1057,1058,1,male,4.8,0,0,50.4958
1058,1059,3,male,1.8,2,2,34.375
1059,1060,1,female,2.9,0,0,27.7208
1060,1061,3,female,2.2,0,0,8.9625
1061,1062,3,male,2.9,0,0,7.55
1062,1063,3,male,2.7,0,0,7.225
1063,1064,3,male,2.3,1,0,13.9
1064,1065,3,male,2.9,0,0,7.2292
1065,1066,3,male,4.0,1,5,31.3875
1066,1067,2,female,1.5,0,2,39.0
1067,1068,2,female,2.0,0,0,36.75
1068,1069,1,male,5.4,1,0,55.4417
1069,1070,2,female,3.6,0,3,39.0
1070,1071,1,female,6.4,0,2,83.1583
1071,1072,2,male,3.0,0,0,13.0
1072,1073,1,male,3.7,1,1,83.1583
1073,1074,1,female,1.8,1,0,53.1
1074,1075,3,male,2.9,0,0,7.75
1075,1076,1,female,2.7,1,1,247.5208
1076,1077,2,male,4.0,0,0,16.0
1077,1078,2,female,2.1,0,1,21.0
1078,1079,3,male,1.7,2,0,8.05
1079,1080,3,female,2.9,8,2,69.55
1080,1081,2,male,4.0,0,0,13.0
1081,1082,2,male,3.4,1,0,26.0
1082,1083,1,male,2.9,0,0,26.0
1083,1084,3,male,1.1,1,1,14.5
1084,1085,2,male,6.1,0,0,12.35
1085,1086,2,male,0.8,0,2,32.5
1086,1087,3,male,3.3,0,0,7.8542
1087,1088,1,male,0.6,0,2,134.5
1088,1089,3,female,1.8,0,0,7.775
1089,1090,2,male,2.3,0,0,10.5
1090,1091,3,female,2.9,0,0,8.1125
1091,1092,3,female,2.9,0,0,15.5
1092,1093,3,male,0.0,0,2,14.4
1093,1094,1,male,4.7,1,0,227.525
1094,1095,2,female,0.8,1,1,26.0
1095,1096,2,male,2.5,0,0,10.5
1096,1097,1,male,2.9,0,0,25.7417
1097,1098,3,female,3.5,0,0,7.75
1098,1099,2,male,2.4,0,0,10.5
1099,1100,1,female,3.3,0,0,27.7208
1100,1101,3,male,2.5,0,0,7.8958
1101,1102,3,male,3.2,0,0,22.525
1102,1103,3,male,2.9,0,0,7.05
1103,1104,2,male,1.7,0,0,73.5
1104,1105,2,female,6.0,1,0,26.0
1105,1106,3,female,3.8,4,2,7.775
1106,1107,1,male,4.2,0,0,42.5
1107,1108,3,female,2.9,0,0,7.8792
1108,1109,1,male,5.7,1,1,164.8667
1109,1110,1,female,5.0,1,1,211.5
1110,1111,3,male,2.9,0,0,8.05
1111,1112,2,female,3.0,1,0,13.8583
1112,1113,3,male,2.1,0,0,8.05
1113,1114,2,female,2.2,0,0,10.5
1114,1115,3,male,2.1,0,0,7.7958
1115,1116,1,female,5.3,0,0,27.4458
1116,1117,3,female,2.9,0,2,15.2458
1117,1118,3,male,2.3,0,0,7.7958
1118,1119,3,female,2.9,0,0,7.75
1119,1120,3,male,4.0,0,0,15.1
1120,1121,2,male,3.6,0,0,13.0
1121,1122,2,male,1.4,0,0,65.0
1122,1123,1,female,2.1,0,0,26.55
1123,1124,3,male,2.1,1,0,6.4958
1124,1125,3,male,2.9,0,0,7.8792
1125,1126,1,male,3.9,1,0,71.2833
1126,1127,3,male,2.0,0,0,7.8542
1127,1128,1,male,6.4,1,0,75.25
1128,1129,3,male,2.0,0,0,7.225
1129,1130,2,female,1.8,1,1,13.0
1130,1131,1,female,4.8,1,0,106.425
1131,1132,1,female,5.5,0,0,27.7208
1132,1133,2,female,4.5,0,2,30.0
1133,1134,1,male,4.5,1,1,134.5
1134,1135,3,male,2.9,0,0,7.8875
1135,1136,3,male,2.9,1,2,23.45
1136,1137,1,male,4.1,1,0,51.8625
1137,1138,2,female,2.2,0,0,21.0
1138,1139,2,male,4.2,1,1,32.5
1139,1140,2,female,2.9,1,0,26.0
1140,1141,3,female,2.9,1,0,14.4542
1141,1142,2,female,0.0,1,2,27.75
1142,1143,3,male,2.0,0,0,7.925
1143,1144,1,male,2.7,1,0,136.7792
1144,1145,3,male,2.4,0,0,9.325
1145,1146,3,male,3.2,0,0,9.5
1146,1147,3,male,2.9,0,0,7.55
1147,1148,3,male,2.9,0,0,7.75
1148,1149,3,male,2.8,0,0,8.05
1149,1150,2,female,1.9,0,0,13.0
1150,1151,3,male,2.1,0,0,7.775
1151,1152,3,male,3.6,1,0,17.4
1152,1153,3,male,2.1,0,0,7.8542
1153,1154,2,female,2.9,0,2,23.0
1154,1155,3,female,0.1,1,1,12.1833
1155,1156,2,male,3.0,0,0,12.7375
1156,1157,3,male,2.9,0,0,7.8958
1157,1158,1,male,2.9,0,0,0.0
1158,1159,3,male,2.9,0,0,7.55
1159,1160,3,female,2.9,0,0,8.05
1160,1161,3,male,1.7,0,0,8.6625
1161,1162,1,male,4.6,0,0,75.2417
1162,1163,3,male,2.9,0,0,7.75
1163,1164,1,female,2.6,1,0,136.7792
1164,1165,3,female,2.9,1,0,15.5
1165,1166,3,male,2.9,0,0,7.225
1166,1167,2,female,2.0,1,0,26.0
1167,1168,2,male,2.8,0,0,10.5
1168,1169,2,male,4.0,1,0,26.0
1169,1170,2,male,3.0,1,0,21.0
1170,1171,2,male,2.2,0,0,10.5
1171,1172,3,female,2.3,0,0,8.6625
1172,1173,3,male,0.0,1,1,13.775
1173,1174,3,female,2.9,0,0,7.75
1174,1175,3,female,0.9,1,1,15.2458
1175,1176,3,female,0.2,1,1,20.2125
1176,1177,3,male,3.6,0,0,7.25
1177,1178,3,male,2.9,0,0,7.25
1178,1179,1,male,2.4,1,0,82.2667
1179,1180,3,male,2.9,0,0,7.2292
1180,1181,3,male,2.9,0,0,8.05
1181,1182,1,male,2.9,0,0,39.6
1182,1183,3,female,3.0,0,0,6.95
1183,1184,3,male,2.9,0,0,7.2292
1184,1185,1,male,5.3,1,1,81.8583
1185,1186,3,male,3.6,0,0,9.5
1186,1187,3,male,2.6,0,0,7.8958
1187,1188,2,female,0.1,1,2,41.5792
1188,1189,3,male,2.9,2,0,21.6792
1189,1190,1,male,3.0,0,0,45.5
1190,1191,3,male,2.9,0,0,7.8542
1191,1192,3,male,3.2,0,0,7.775
1192,1193,2,male,2.9,0,0,15.0458
1193,1194,2,male,4.3,0,1,21.0
1194,1195,3,male,2.4,0,0,8.6625
1195,1196,3,female,2.9,0,0,7.75
1196,1197,1,female,6.4,1,1,26.55
1197,1198,1,male,3.0,1,2,151.55
1198,1199,3,male,0.0,0,1,9.35
1199,1200,1,male,5.5,1,1,93.5
1200,1201,3,female,4.5,1,0,14.1083
1201,1202,3,male,1.8,0,0,8.6625
1202,1203,3,male,2.2,0,0,7.225
1203,1204,3,male,2.9,0,0,7.575
1204,1205,3,female,3.7,0,0,7.75
1205,1206,1,female,5.5,0,0,135.6333
1206,1207,3,female,1.7,0,0,7.7333
1207,1208,1,male,5.7,1,0,146.5208
1208,1209,2,male,1.9,0,0,10.5
1209,1210,3,male,2.7,0,0,7.8542
1210,1211,2,male,2.2,2,0,31.5
1211,1212,3,male,2.6,0,0,7.775
1212,1213,3,male,2.5,0,0,7.2292
1213,1214,2,male,2.6,0,0,13.0
1214,1215,1,male,3.3,0,0,26.55
1215,1216,1,female,3.9,0,0,211.3375
1216,1217,3,male,2.3,0,0,7.05
1217,1218,2,female,1.2,2,1,39.0
1218,1219,1,male,4.6,0,0,79.2
1219,1220,2,male,2.9,1,0,26.0
1220,1221,2,male,2.1,0,0,13.0
1221,1222,2,female,4.8,0,2,36.75
1222,1223,1,male,3.9,0,0,29.7
1223,1224,3,male,2.9,0,0,7.225
1224,1225,3,female,1.9,1,1,15.7417
1225,1226,3,male,2.7,0,0,7.8958
1226,1227,1,male,3.0,0,0,26.0
1227,1228,2,male,3.2,0,0,13.0
1228,1229,3,male,3.9,0,2,7.2292
1229,1230,2,male,2.5,0,0,31.5
1230,1231,3,male,2.9,0,0,7.2292
1231,1232,2,male,1.8,0,0,10.5
1232,1233,3,male,3.2,0,0,7.5792
1233,1234,3,male,2.9,1,9,69.55
1234,1235,1,female,5.8,0,1,512.3292
1235,1236,3,male,2.9,1,1,14.5
1236,1237,3,female,1.6,0,0,7.65
1237,1238,2,male,2.6,0,0,13.0
1238,1239,3,female,3.8,0,0,7.2292
1239,1240,2,male,2.4,0,0,13.5
1240,1241,2,female,3.1,0,0,21.0
1241,1242,1,female,4.5,0,1,63.3583
1242,1243,2,male,2.5,0,0,10.5
1243,1244,2,male,1.8,0,0,73.5
1244,1245,2,male,4.9,1,2,65.0
1245,1246,3,female,0.0,1,2,20.575
1246,1247,1,male,5.0,0,0,26.0
1247,1248,1,female,5.9,2,0,51.4792
1248,1249,3,male,2.9,0,0,7.8792
1249,1250,3,male,2.9,0,0,7.75
1250,1251,3,female,3.0,1,0,15.55
1251,1252,3,male,1.4,8,2,69.55
1252,1253,2,female,2.4,1,1,37.0042
1253,1254,2,female,3.1,0,0,21.0
1254,1255,3,male,2.7,0,0,8.6625
1255,1256,1,female,2.5,1,0,55.4417
1256,1257,3,female,2.9,1,9,69.55
1257,1258,3,male,2.9,1,0,14.4583
1258,1259,3,female,2.2,0,0,39.6875
1259,1260,1,female,4.5,0,1,59.4
1260,1261,2,male,2.9,0,0,13.8583
1261,1262,2,male,2.1,1,0,11.5
1262,1263,1,female,3.1,0,0,134.5
1263,1264,1,male,4.9,0,0,0.0
1264,1265,2,male,4.4,0,0,13.0
1265,1266,1,female,5.4,1,1,81.8583
1266,1267,1,female,4.5,0,0,262.375
1267,1268,3,female,2.2,2,0,8.6625
1268,1269,2,male,2.1,0,0,11.5
1269,1270,1,male,5.5,0,0,50.0
1270,1271,3,male,0.5,4,2,31.3875
1271,1272,3,male,2.9,0,0,7.75
1272,1273,3,male,2.6,0,0,7.8792
1273,1274,3,female,2.9,0,0,14.5
1274,1275,3,female,1.9,1,0,16.1
1275,1276,2,male,2.9,0,0,12.875
1276,1277,2,female,2.4,1,2,65.0
1277,1278,3,male,2.4,0,0,7.775
1278,1279,2,male,5.7,0,0,13.0
1279,1280,3,male,2.1,0,0,7.75
1280,1281,3,male,0.6,3,1,21.075
1281,1282,1,male,2.3,0,0,93.5
1282,1283,1,female,5.1,0,1,39.4
1283,1284,3,male,1.3,0,2,20.25
1284,1285,2,male,4.7,0,0,10.5
1285,1286,3,male,2.9,3,1,22.025
1286,1287,1,female,1.8,1,0,60.0
1287,1288,3,male,2.4,0,0,7.25
1288,1289,1,female,4.8,1,1,79.2
1289,1290,3,male,2.2,0,0,7.775
1290,1291,3,male,3.1,0,0,7.7333
1291,1292,1,female,3.0,0,0,164.8667
1292,1293,2,male,3.8,1,0,21.0
1293,1294,1,female,2.2,0,1,59.4
1294,1295,1,male,1.7,0,0,47.1
1295,1296,1,male,4.3,1,0,27.7208
1296,1297,2,male,2.0,0,0,13.8625
1297,1298,2,male,2.3,1,0,10.5
1298,1299,1,male,5.0,1,1,211.5
1299,1300,3,female,2.9,0,0,7.7208
1300,1301,3,female,0.3,1,1,13.775
1301,1302,3,female,2.9,0,0,7.75
1302,1303,1,female,3.7,1,0,90.0
1303,1304,3,female,2.8,0,0,7.775
1304,1305,3,male,2.9,0,0,8.05
1305,1306,1,female,3.9,0,0,108.9
1306,1307,3,male,3.8,0,0,7.25
1307,1308,3,male,2.9,0,0,8.05
1308,1309,3,male,2.9,1,1,22.3583
